RegionType,Location Name,CBSACode,Year-Month,MortgageData
State,Utah,49',2020-09,0.6%
State,Vermont,50',2020-09,0.6%
State,Virginia,51',2020-09,0.8%
State,Washington,53',2020-09,0.4%
State,West Virginia,54',2020-09,1.6%
State,Wisconsin,55',2020-09,0.7%
State,Wyoming,56',2020-09,1.1%
National,United States,-----,2020-10,1.0%
State,Alabama,01',2020-10,1.4%
State,Alaska,02',2020-10,0.9%
State,Arizona,04',2020-10,0.8%
State,Arkansas,05',2020-10,1.4%
State,California,06',2020-10,0.5%
State,Colorado,08',2020-10,0.7%
State,Connecticut,09',2020-10,1.1%
State,Delaware,10',2020-10,1.0%
State,District of Columbia,11',2020-10,0.6%
State,Florida,12',2020-10,0.9%
State,Georgia,13',2020-10,1.2%
State,Hawaii,15',2020-10,0.3%
State,Idaho,16',2020-10,0.6%
State,Illinois,17',2020-10,1.0%
State,Indiana,18',2020-10,1.3%
State,Iowa,19',2020-10,0.8%
State,Kansas,20',2020-10,1.0%
State,Kentucky,21',2020-10,1.2%
State,Louisiana,22',2020-10,1.6%
State,Maine,23',2020-10,1.0%
State,Maryland,24',2020-10,1.0%
State,Massachusetts,25',2020-10,0.9%
State,Michigan,26',2020-10,1.1%
State,Minnesota,27',2020-10,0.7%
State,Mississippi,28',2020-10,2.1%
State,Missouri,29',2020-10,1.2%
State,Montana,30',2020-10,0.7%
State,Nebraska,31',2020-10,0.9%
State,Nevada,32',2020-10,0.6%
State,New Hampshire,33',2020-10,0.9%
State,New Jersey,34',2020-10,0.9%
State,New Mexico,35',2020-10,1.0%
State,New York,36',2020-10,0.9%
State,North Carolina,37',2020-10,1.2%
State,North Dakota,38',2020-10,0.6%
State,Ohio,39',2020-10,1.1%
State,Oklahoma,40',2020-10,1.4%
State,Oregon,41',2020-10,0.4%
State,Pennsylvania,42',2020-10,1.3%
State,Rhode Island,44',2020-10,1.0%
State,South Carolina,45',2020-10,1.4%
State,South Dakota,46',2020-10,0.6%
State,Tennessee,47',2020-10,1.2%
State,Texas,48',2020-10,1.2%
State,Utah,49',2020-10,0.6%
State,Vermont,50',2020-10,0.8%
State,Virginia,51',2020-10,0.8%
State,Washington,53',2020-10,0.5%
State,West Virginia,54',2020-10,2.1%
State,Wisconsin,55',2020-10,0.8%
State,Wyoming,56',2020-10,1.4%
National,United States,-----,2020-11,0.8%
State,Alabama,01',2020-11,1.4%
State,Alaska,02',2020-11,0.8%
State,Arizona,04',2020-11,0.8%
State,Arkansas,05',2020-11,1.3%
State,California,06',2020-11,0.4%
State,Colorado,08',2020-11,0.6%
State,Connecticut,09',2020-11,0.8%
State,Delaware,10',2020-11,0.9%
State,District of Columbia,11',2020-11,0.5%
State,Florida,12',2020-11,0.8%
State,Georgia,13',2020-11,1.0%
State,Hawaii,15',2020-11,0.3%
State,Idaho,16',2020-11,0.6%
State,Illinois,17',2020-11,0.9%
State,Indiana,18',2020-11,1.1%
State,Iowa,19',2020-11,0.7%
State,Kansas,20',2020-11,0.9%
State,Kentucky,21',2020-11,1.1%
State,Louisiana,22',2020-11,1.5%
State,Maine,23',2020-11,1.0%
State,Maryland,24',2020-11,0.9%
State,Massachusetts,25',2020-11,0.6%
State,Michigan,26',2020-11,0.9%
State,Minnesota,27',2020-11,0.6%
State,Mississippi,28',2020-11,1.8%
State,Missouri,29',2020-11,1.0%
State,Montana,30',2020-11,0.6%
State,Nebraska,31',2020-11,0.7%
State,Nevada,32',2020-11,0.5%
State,New Hampshire,33',2020-11,0.8%
State,New Jersey,34',2020-11,0.8%
State,New Mexico,35',2020-11,1.0%
State,New York,36',2020-11,0.7%
State,North Carolina,37',2020-11,1.1%
State,North Dakota,38',2020-11,0.5%
State,Ohio,39',2020-11,1.0%
State,Oklahoma,40',2020-11,1.3%
State,Oregon,41',2020-11,0.3%
State,Pennsylvania,42',2020-11,1.1%
State,Rhode Island,44',2020-11,0.9%
State,South Carolina,45',2020-11,1.2%
State,South Dakota,46',2020-11,0.7%
State,Tennessee,47',2020-11,1.2%
State,Texas,48',2020-11,1.1%
State,Utah,49',2020-11,0.6%
State,Vermont,50',2020-11,0.6%
State,Virginia,51',2020-11,0.7%
State,Washington,53',2020-11,0.4%
State,West Virginia,54',2020-11,1.7%
State,Wisconsin,55',2020-11,0.7%
State,Wyoming,56',2020-11,1.1%
National,United States,-----,2020-12,1.0%
State,Alabama,01',2020-12,1.5%
State,Alaska,02',2020-12,1.0%
State,Arizona,04',2020-12,0.8%
State,Arkansas,05',2020-12,1.5%
State,California,06',2020-12,0.5%
State,Colorado,08',2020-12,0.6%
State,Connecticut,09',2020-12,1.0%
State,Delaware,10',2020-12,1.1%
State,District of Columbia,11',2020-12,0.7%
State,Florida,12',2020-12,0.9%
State,Georgia,13',2020-12,1.2%
State,Hawaii,15',2020-12,0.5%
State,Idaho,16',2020-12,0.8%
State,Illinois,17',2020-12,1.0%
State,Indiana,18',2020-12,1.3%
State,Iowa,19',2020-12,1.0%
State,Kansas,20',2020-12,1.0%
State,Kentucky,21',2020-12,1.3%
State,Louisiana,22',2020-12,1.8%
State,Maine,23',2020-12,1.3%
State,Maryland,24',2020-12,1.0%
State,Massachusetts,25',2020-12,0.9%
State,Michigan,26',2020-12,1.1%
State,Minnesota,27',2020-12,0.6%
State,Mississippi,28',2020-12,2.1%
State,Missouri,29',2020-12,1.2%
State,Montana,30',2020-12,0.7%
State,Nebraska,31',2020-12,0.9%
State,Nevada,32',2020-12,0.6%
State,New Hampshire,33',2020-12,1.0%
State,New Jersey,34',2020-12,1.0%
State,New Mexico,35',2020-12,1.2%
State,New York,36',2020-12,1.0%
State,North Carolina,37',2020-12,1.4%
State,North Dakota,38',2020-12,0.7%
State,Ohio,39',2020-12,1.2%
State,Oklahoma,40',2020-12,1.4%
State,Oregon,41',2020-12,0.4%
State,Pennsylvania,42',2020-12,1.4%
State,Rhode Island,44',2020-12,1.0%
State,South Carolina,45',2020-12,1.4%
State,South Dakota,46',2020-12,0.9%
State,Tennessee,47',2020-12,1.3%
State,Texas,48',2020-12,1.3%
State,Utah,49',2020-12,0.7%
State,Vermont,50',2020-12,1.0%
State,Virginia,51',2020-12,0.9%
State,Washington,53',2020-12,0.5%
State,West Virginia,54',2020-12,2.1%
State,Wisconsin,55',2020-12,0.8%
State,Wyoming,56',2020-12,1.2%
National,United States,-----,2021-01,1.0%
State,Alabama,01',2021-01,1.6%
State,Alaska,02',2021-01,1.0%
State,Arizona,04',2021-01,0.8%
State,Arkansas,05',2021-01,1.5%
State,California,06',2021-01,0.5%
State,Colorado,08',2021-01,0.6%
State,Connecticut,09',2021-01,1.0%
State,Delaware,10',2021-01,1.1%
State,District of Columbia,11',2021-01,0.5%
State,Florida,12',2021-01,0.9%
State,Georgia,13',2021-01,1.2%
State,Hawaii,15',2021-01,0.5%
State,Idaho,16',2021-01,0.6%
State,Illinois,17',2021-01,1.0%
State,Indiana,18',2021-01,1.3%
State,Iowa,19',2021-01,0.9%
State,Kansas,20',2021-01,0.8%
State,Kentucky,21',2021-01,1.2%
State,Louisiana,22',2021-01,1.7%
State,Maine,23',2021-01,1.3%
State,Maryland,24',2021-01,1.1%
State,Massachusetts,25',2021-01,0.8%
State,Michigan,26',2021-01,1.0%
State,Minnesota,27',2021-01,0.6%
State,Mississippi,28',2021-01,1.8%
State,Missouri,29',2021-01,1.1%
State,Montana,30',2021-01,0.7%
State,Nebraska,31',2021-01,0.8%
State,Nevada,32',2021-01,0.6%
State,New Hampshire,33',2021-01,0.9%
State,New Jersey,34',2021-01,0.9%
State,New Mexico,35',2021-01,1.1%
State,New York,36',2021-01,1.0%
State,North Carolina,37',2021-01,1.3%
State,North Dakota,38',2021-01,0.8%
State,Ohio,39',2021-01,1.2%
State,Oklahoma,40',2021-01,1.3%
State,Oregon,41',2021-01,0.4%
State,Pennsylvania,42',2021-01,1.3%
State,Rhode Island,44',2021-01,0.8%
State,South Carolina,45',2021-01,1.4%
State,South Dakota,46',2021-01,0.6%
State,Tennessee,47',2021-01,1.2%
State,Texas,48',2021-01,1.2%
State,Utah,49',2021-01,0.7%
State,Vermont,50',2021-01,0.8%
State,Virginia,51',2021-01,0.9%
State,Washington,53',2021-01,0.5%
State,West Virginia,54',2021-01,1.8%
State,Wisconsin,55',2021-01,0.7%
State,Wyoming,56',2021-01,1.3%
National,United States,-----,2021-02,0.7%
State,Alabama,01',2021-02,1.3%
State,Alaska,02',2021-02,0.7%
State,Arizona,04',2021-02,0.6%
State,Arkansas,05',2021-02,1.2%
State,California,06',2021-02,0.4%
State,Colorado,08',2021-02,0.5%
State,Connecticut,09',2021-02,0.7%
State,Delaware,10',2021-02,0.9%
State,District of Columbia,11',2021-02,0.4%
State,Florida,12',2021-02,0.7%
State,Georgia,13',2021-02,0.9%
State,Hawaii,15',2021-02,0.3%
State,Idaho,16',2021-02,0.5%
State,Illinois,17',2021-02,0.8%
State,Indiana,18',2021-02,1.0%
State,Iowa,19',2021-02,0.6%
State,Kansas,20',2021-02,0.7%
State,Kentucky,21',2021-02,0.9%
State,Louisiana,22',2021-02,1.4%
State,Maine,23',2021-02,0.9%
State,Maryland,24',2021-02,0.8%
State,Massachusetts,25',2021-02,0.6%
State,Michigan,26',2021-02,0.7%
State,Minnesota,27',2021-02,0.5%
State,Mississippi,28',2021-02,1.6%
State,Missouri,29',2021-02,0.9%
State,Montana,30',2021-02,0.5%
State,Nebraska,31',2021-02,0.6%
State,Nevada,32',2021-02,0.5%
State,New Hampshire,33',2021-02,0.7%
State,New Jersey,34',2021-02,0.7%
State,New Mexico,35',2021-02,0.9%
State,New York,36',2021-02,0.7%
State,North Carolina,37',2021-02,0.9%
State,North Dakota,38',2021-02,0.6%
State,Ohio,39',2021-02,0.9%
State,Oklahoma,40',2021-02,1.0%
State,Oregon,41',2021-02,0.3%
State,Pennsylvania,42',2021-02,1.0%
State,Rhode Island,44',2021-02,0.6%
State,South Carolina,45',2021-02,1.1%
State,South Dakota,46',2021-02,0.7%
State,Tennessee,47',2021-02,1.0%
State,Texas,48',2021-02,0.9%
State,Utah,49',2021-02,0.5%
State,Vermont,50',2021-02,0.7%
State,Virginia,51',2021-02,0.6%
State,Washington,53',2021-02,0.4%
State,West Virginia,54',2021-02,1.4%
State,Wisconsin,55',2021-02,0.6%
State,Wyoming,56',2021-02,0.7%
National,United States,-----,2021-03,0.8%
State,Alabama,01',2021-03,1.3%
State,Alaska,02',2021-03,0.7%
State,Arizona,04',2021-03,0.7%
State,Arkansas,05',2021-03,1.0%
State,California,06',2021-03,0.5%
State,Colorado,08',2021-03,0.6%
State,Connecticut,09',2021-03,0.8%
State,Delaware,10',2021-03,1.0%
State,District of Columbia,11',2021-03,0.7%
State,Florida,12',2021-03,0.8%
State,Georgia,13',2021-03,0.9%
State,Hawaii,15',2021-03,0.4%
State,Idaho,16',2021-03,0.6%
State,Illinois,17',2021-03,0.9%
State,Indiana,18',2021-03,0.9%
State,Iowa,19',2021-03,0.7%
State,Kansas,20',2021-03,0.7%
State,Kentucky,21',2021-03,1.0%
State,Louisiana,22',2021-03,1.3%
State,Maine,23',2021-03,0.9%
State,Maryland,24',2021-03,0.8%
State,Massachusetts,25',2021-03,0.7%
State,Michigan,26',2021-03,0.8%
State,Minnesota,27',2021-03,0.5%
State,Mississippi,28',2021-03,1.5%
State,Missouri,29',2021-03,0.9%
State,Montana,30',2021-03,0.6%
State,Nebraska,31',2021-03,0.6%
State,Nevada,32',2021-03,0.5%
State,New Hampshire,33',2021-03,0.8%
State,New Jersey,34',2021-03,0.8%
State,New Mexico,35',2021-03,0.8%
State,New York,36',2021-03,0.8%
State,North Carolina,37',2021-03,1.0%
State,North Dakota,38',2021-03,0.5%
State,Ohio,39',2021-03,0.9%
State,Oklahoma,40',2021-03,1.0%
State,Oregon,41',2021-03,0.4%
State,Pennsylvania,42',2021-03,1.0%
State,Rhode Island,44',2021-03,0.7%
State,South Carolina,45',2021-03,1.1%
State,South Dakota,46',2021-03,0.5%
State,Tennessee,47',2021-03,1.0%
State,Texas,48',2021-03,0.8%
State,Utah,49',2021-03,0.5%
State,Vermont,50',2021-03,0.8%
State,Virginia,51',2021-03,0.7%
State,Washington,53',2021-03,0.4%
State,West Virginia,54',2021-03,1.6%
State,Wisconsin,55',2021-03,0.5%
State,Wyoming,56',2021-03,0.8%
National,United States,-----,2021-04,0.6%
State,Alabama,01',2021-04,1.1%
State,Alaska,02',2021-04,0.6%
State,Arizona,04',2021-04,0.5%
State,Arkansas,05',2021-04,0.9%
State,California,06',2021-04,0.4%
State,Colorado,08',2021-04,0.4%
State,Connecticut,09',2021-04,0.6%
State,Delaware,10',2021-04,0.6%
State,District of Columbia,11',2021-04,0.4%
State,Florida,12',2021-04,0.6%
State,Georgia,13',2021-04,0.7%
State,Hawaii,15',2021-04,0.3%
State,Idaho,16',2021-04,0.4%
State,Illinois,17',2021-04,0.7%
State,Indiana,18',2021-04,0.7%
State,Iowa,19',2021-04,0.5%
State,Kansas,20',2021-04,0.5%
State,Kentucky,21',2021-04,0.7%
State,Louisiana,22',2021-04,0.9%
State,Maine,23',2021-04,0.6%
State,Maryland,24',2021-04,0.6%
State,Massachusetts,25',2021-04,0.5%
State,Michigan,26',2021-04,0.6%
State,Minnesota,27',2021-04,0.4%
State,Mississippi,28',2021-04,1.3%
State,Missouri,29',2021-04,0.7%
State,Montana,30',2021-04,0.4%
State,Nebraska,31',2021-04,0.5%
State,Nevada,32',2021-04,0.4%
State,New Hampshire,33',2021-04,0.6%
State,New Jersey,34',2021-04,0.6%
State,New Mexico,35',2021-04,0.7%
State,New York,36',2021-04,0.6%
State,North Carolina,37',2021-04,0.8%
State,North Dakota,38',2021-04,0.5%
State,Ohio,39',2021-04,0.7%
State,Oklahoma,40',2021-04,0.7%
State,Oregon,41',2021-04,0.3%
State,Pennsylvania,42',2021-04,0.8%
State,Rhode Island,44',2021-04,0.4%
State,South Carolina,45',2021-04,0.9%
State,South Dakota,46',2021-04,0.4%
State,Tennessee,47',2021-04,0.8%
State,Texas,48',2021-04,0.6%
State,Utah,49',2021-04,0.4%
State,Vermont,50',2021-04,0.5%
State,Virginia,51',2021-04,0.5%
State,Washington,53',2021-04,0.3%
State,West Virginia,54',2021-04,1.2%
State,Wisconsin,55',2021-04,0.4%
State,Wyoming,56',2021-04,0.7%
National,United States,-----,2021-05,0.7%
State,Alabama,01',2021-05,1.1%
State,Alaska,02',2021-05,0.7%
State,Arizona,04',2021-05,0.6%
State,Arkansas,05',2021-05,0.9%
State,California,06',2021-05,0.4%
State,Colorado,08',2021-05,0.5%
State,Connecticut,09',2021-05,0.8%
State,Delaware,10',2021-05,0.7%
State,District of Columbia,11',2021-05,0.6%
State,Florida,12',2021-05,0.7%
State,Georgia,13',2021-05,0.9%
State,Hawaii,15',2021-05,0.4%
State,Idaho,16',2021-05,0.5%
State,Illinois,17',2021-05,0.7%
State,Indiana,18',2021-05,0.9%
State,Iowa,19',2021-05,0.6%
State,Kansas,20',2021-05,0.7%
State,Kentucky,21',2021-05,0.9%
State,Louisiana,22',2021-05,1.0%
State,Maine,23',2021-05,0.7%
State,Maryland,24',2021-05,0.7%
State,Massachusetts,25',2021-05,0.6%
State,Michigan,26',2021-05,0.8%
State,Minnesota,27',2021-05,0.5%
State,Mississippi,28',2021-05,1.5%
State,Missouri,29',2021-05,0.8%
State,Montana,30',2021-05,0.4%
State,Nebraska,31',2021-05,0.5%
State,Nevada,32',2021-05,0.4%
State,New Hampshire,33',2021-05,0.6%
State,New Jersey,34',2021-05,0.7%
State,New Mexico,35',2021-05,0.7%
State,New York,36',2021-05,0.7%
State,North Carolina,37',2021-05,0.9%
State,North Dakota,38',2021-05,0.7%
State,Ohio,39',2021-05,0.8%
State,Oklahoma,40',2021-05,0.9%
State,Oregon,41',2021-05,0.3%
State,Pennsylvania,42',2021-05,0.9%
State,Rhode Island,44',2021-05,0.5%
State,South Carolina,45',2021-05,1.0%
State,South Dakota,46',2021-05,0.5%
State,Tennessee,47',2021-05,0.8%
State,Texas,48',2021-05,0.7%
State,Utah,49',2021-05,0.5%
State,Vermont,50',2021-05,0.7%
State,Virginia,51',2021-05,0.6%
State,Washington,53',2021-05,0.4%
State,West Virginia,54',2021-05,1.3%
State,Wisconsin,55',2021-05,0.5%
State,Wyoming,56',2021-05,0.7%
National,United States,-----,2021-06,0.7%
State,Alabama,01',2021-06,1.0%
State,Alaska,02',2021-06,0.7%
State,Arizona,04',2021-06,0.5%
State,Arkansas,05',2021-06,1.0%
State,California,06',2021-06,0.4%
State,Colorado,08',2021-06,0.5%
State,Connecticut,09',2021-06,0.7%
State,Delaware,10',2021-06,0.8%
State,District of Columbia,11',2021-06,0.4%
State,Florida,12',2021-06,0.6%
State,Georgia,13',2021-06,0.8%
State,Hawaii,15',2021-06,0.3%
State,Idaho,16',2021-06,0.5%
State,Illinois,17',2021-06,0.7%
State,Indiana,18',2021-06,0.8%
State,Iowa,19',2021-06,0.6%
State,Kansas,20',2021-06,0.7%
State,Kentucky,21',2021-06,0.7%
State,Louisiana,22',2021-06,1.2%
State,Maine,23',2021-06,0.8%
State,Maryland,24',2021-06,0.7%
State,Massachusetts,25',2021-06,0.5%
State,Michigan,26',2021-06,0.7%
State,Minnesota,27',2021-06,0.4%
State,Mississippi,28',2021-06,1.5%
State,Missouri,29',2021-06,0.8%
State,Montana,30',2021-06,0.4%
State,Nebraska,31',2021-06,0.5%
State,Nevada,32',2021-06,0.4%
State,New Hampshire,33',2021-06,0.6%
State,New Jersey,34',2021-06,0.7%
State,New Mexico,35',2021-06,0.7%
State,New York,36',2021-06,0.6%
State,North Carolina,37',2021-06,0.9%
State,North Dakota,38',2021-06,0.6%
State,Ohio,39',2021-06,0.7%
State,Oklahoma,40',2021-06,0.9%
State,Oregon,41',2021-06,0.3%
State,Pennsylvania,42',2021-06,0.8%
State,Rhode Island,44',2021-06,0.5%
State,South Carolina,45',2021-06,1.0%
State,South Dakota,46',2021-06,0.4%
State,Tennessee,47',2021-06,0.8%
State,Texas,48',2021-06,0.8%
State,Utah,49',2021-06,0.5%
State,Vermont,50',2021-06,0.5%
State,Virginia,51',2021-06,0.6%
State,Washington,53',2021-06,0.3%
State,West Virginia,54',2021-06,1.1%
State,Wisconsin,55',2021-06,0.5%
State,Wyoming,56',2021-06,0.8%
National,United States,-----,2021-07,0.8%
State,Alabama,01',2021-07,1.2%
State,Alaska,02',2021-07,0.8%
State,Arizona,04',2021-07,0.6%
State,Arkansas,05',2021-07,1.1%
State,California,06',2021-07,0.5%
State,Colorado,08',2021-07,0.6%
State,Connecticut,09',2021-07,0.9%
State,Delaware,10',2021-07,0.8%
State,District of Columbia,11',2021-07,0.6%
State,Florida,12',2021-07,0.8%
State,Georgia,13',2021-07,1.0%
State,Hawaii,15',2021-07,0.4%
State,Idaho,16',2021-07,0.7%
State,Illinois,17',2021-07,0.8%
State,Indiana,18',2021-07,1.1%
State,Iowa,19',2021-07,0.8%
State,Kansas,20',2021-07,0.8%
State,Kentucky,21',2021-07,1.0%
State,Louisiana,22',2021-07,1.3%
State,Maine,23',2021-07,0.8%
State,Maryland,24',2021-07,0.8%
State,Massachusetts,25',2021-07,0.7%
State,Michigan,26',2021-07,0.9%
State,Minnesota,27',2021-07,0.5%
State,Mississippi,28',2021-07,1.8%
State,Missouri,29',2021-07,0.9%
State,Montana,30',2021-07,0.4%
State,Nebraska,31',2021-07,0.7%
State,Nevada,32',2021-07,0.5%
State,New Hampshire,33',2021-07,0.7%
State,New Jersey,34',2021-07,0.8%
State,New Mexico,35',2021-07,1.0%
State,New York,36',2021-07,0.8%
State,North Carolina,37',2021-07,1.1%
State,North Dakota,38',2021-07,0.7%
State,Ohio,39',2021-07,1.0%
State,Oklahoma,40',2021-07,1.1%
State,Oregon,41',2021-07,0.4%
State,Pennsylvania,42',2021-07,1.1%
State,Rhode Island,44',2021-07,0.7%
State,South Carolina,45',2021-07,1.2%
State,South Dakota,46',2021-07,0.6%
State,Tennessee,47',2021-07,1.0%
State,Texas,48',2021-07,1.0%
State,Utah,49',2021-07,0.6%
State,Vermont,50',2021-07,0.9%
State,Virginia,51',2021-07,0.7%
State,Washington,53',2021-07,0.4%
State,West Virginia,54',2021-07,1.5%
State,Wisconsin,55',2021-07,0.6%
State,Wyoming,56',2021-07,0.8%
National,United States,-----,2021-08,0.8%
State,Alabama,01',2021-08,1.4%
State,Alaska,02',2021-08,0.8%
State,Arizona,04',2021-08,0.7%
State,Arkansas,05',2021-08,1.3%
State,California,06',2021-08,0.5%
State,Colorado,08',2021-08,0.6%
State,Connecticut,09',2021-08,0.9%
State,Delaware,10',2021-08,0.9%
State,District of Columbia,11',2021-08,0.5%
State,Florida,12',2021-08,0.7%
State,Georgia,13',2021-08,1.1%
State,Hawaii,15',2021-08,0.6%
State,Idaho,16',2021-08,0.6%
State,Illinois,17',2021-08,0.9%
State,Indiana,18',2021-08,1.1%
State,Iowa,19',2021-08,0.9%
State,Kansas,20',2021-08,0.9%
State,Kentucky,21',2021-08,1.0%
State,Louisiana,22',2021-08,1.4%
State,Maine,23',2021-08,0.9%
State,Maryland,24',2021-08,0.8%
State,Massachusetts,25',2021-08,0.7%
State,Michigan,26',2021-08,0.9%
State,Minnesota,27',2021-08,0.6%
State,Mississippi,28',2021-08,1.9%
State,Missouri,29',2021-08,0.9%
State,Montana,30',2021-08,0.6%
State,Nebraska,31',2021-08,0.7%
State,Nevada,32',2021-08,0.5%
State,New Hampshire,33',2021-08,0.8%
State,New Jersey,34',2021-08,0.8%
State,New Mexico,35',2021-08,0.9%
State,New York,36',2021-08,0.8%
State,North Carolina,37',2021-08,1.1%
State,North Dakota,38',2021-08,0.6%
State,Ohio,39',2021-08,1.0%
State,Oklahoma,40',2021-08,1.1%
State,Oregon,41',2021-08,0.4%
State,Pennsylvania,42',2021-08,1.1%
State,Rhode Island,44',2021-08,0.5%
State,South Carolina,45',2021-08,1.2%
State,South Dakota,46',2021-08,0.6%
State,Tennessee,47',2021-08,1.0%
State,Texas,48',2021-08,1.1%
State,Utah,49',2021-08,0.6%
State,Vermont,50',2021-08,0.8%
State,Virginia,51',2021-08,0.7%
State,Washington,53',2021-08,0.4%
State,West Virginia,54',2021-08,1.6%
State,Wisconsin,55',2021-08,0.7%
State,Wyoming,56',2021-08,0.9%
National,United States,-----,2021-09,0.8%
State,Alabama,01',2021-09,1.3%
State,Alaska,02',2021-09,0.8%
State,Arizona,04',2021-09,0.6%
State,Arkansas,05',2021-09,1.1%
State,California,06',2021-09,0.4%
State,Colorado,08',2021-09,0.5%
State,Connecticut,09',2021-09,0.8%
State,Delaware,10',2021-09,0.9%
State,District of Columbia,11',2021-09,0.5%
State,Florida,12',2021-09,0.7%
State,Georgia,13',2021-09,1.0%
State,Hawaii,15',2021-09,0.4%
State,Idaho,16',2021-09,0.7%
State,Illinois,17',2021-09,0.8%
State,Indiana,18',2021-09,1.0%
State,Iowa,19',2021-09,0.8%
State,Kansas,20',2021-09,0.8%
State,Kentucky,21',2021-09,0.9%
State,Louisiana,22',2021-09,1.4%
State,Maine,23',2021-09,0.9%
State,Maryland,24',2021-09,0.8%
State,Massachusetts,25',2021-09,0.5%
State,Michigan,26',2021-09,0.8%
State,Minnesota,27',2021-09,0.5%
State,Mississippi,28',2021-09,1.9%
State,Missouri,29',2021-09,0.8%
State,Montana,30',2021-09,0.6%
State,Nebraska,31',2021-09,0.6%
State,Nevada,32',2021-09,0.5%
State,New Hampshire,33',2021-09,0.7%
State,New Jersey,34',2021-09,0.7%
